exp_id,config_label,gamma,epochs,d_model,n_layers,batch_size,label_mode,best_epoch,val_macro_f1_best,accuracy,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_loss,cm_healthy_to_healthy,cm_healthy_to_semi,cm_healthy_to_unhealthy,cm_semi_to_healthy,cm_semi_to_semi,cm_semi_to_unhealthy,cm_unhealthy_to_healthy,cm_unhealthy_to_semi,cm_unhealthy_to_unhealthy,train_loss_curve,val_loss_curve,train_acc_curve,val_acc_curve,val_f1_curve,best_val_acc,seed,weight_decay,n_mels,max_frames,hop_length,n_heads,d_ff,dropout,device
0,g0_e10_d128_l3_b32_coughvid_AST,0,10,128,3,32,coughvid,2,0.42814978786201807,0.7487096774193548,0.7487096774193548,0.3743548387096774,0.5,0.42814978786201807,0.5605661810613943,0.7487096774193548,0.6411197791146735,0.6738985670766523,2321,0,0,779,0,0,0,0,0,"[0.6959444293669895, 0.6938359953660881, 0.6938170304076862, 0.6937755136627012, 0.6935645741435279]","[0.6933145233892626, 0.6932027532977443, 0.6930032407852911, 0.6930436276620434, 0.6932976047454342]","[0.5254424778761062, 0.5873202433628318, 0.5984513274336283, 0.6192616150442478, 0.6266592920353983]","[0.2509677419354839, 0.7490322580645161, 0.7490322580645161, 0.7490322580645161, 0.7490322580645161]","[0.2509677419354839, 0.7490322580645161, 0.7490322580645161, 0.7490322580645161, 0.7490322580645161]",0.7490322580645161,42,0.0001,128,192,156,4,256,0.1,cuda
