exp_id,config_label,gamma,epochs,d_model,n_layers,batch_size,label_mode,best_epoch,val_macro_f1_best,accuracy,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_loss,cm_healthy_to_healthy,cm_healthy_to_semi,cm_healthy_to_unhealthy,cm_semi_to_healthy,cm_semi_to_semi,cm_semi_to_unhealthy,cm_unhealthy_to_healthy,cm_unhealthy_to_semi,cm_unhealthy_to_unhealthy,train_loss_curve,val_loss_curve,train_acc_curve,val_acc_curve,val_f1_curve,best_val_acc,seed,weight_decay,n_mels,max_frames,hop_length,n_heads,d_ff,dropout,device
0,g0_e10_d128_l3_b32_coughvid_AST,0,10,128,3,32,coughvid,4,0.2855035042419771,0.7490322580645161,0.7490322580645161,0.2496774193548387,0.3333333333333333,0.2855035042419771,0.5610493236212278,0.7490322580645161,0.6415540034031009,1.0539809874565371,2322,0,0,581,0,0,197,0,0,"[1.1050227331904183, 1.0998966151897887, 1.0979258286214508, 1.0975752548042652, 1.0984285450087183, 1.0974116417686497, 1.0984556461330008]","[1.0990501643765358, 1.0976672506332397, 1.0986256570200765, 1.0975404957802064, 1.0980874216941094, 1.0985269929516701, 1.0989258430850122]","[0.444966814159292, 0.4813329646017699, 0.5877350663716814, 0.5466675884955752, 0.6137306415929203, 0.610066371681416, 0.5707964601769911]","[0.08, 0.21419354838709678, 0.35193548387096774, 0.7487096774193548, 0.18741935483870967, 0.7483870967741936, 0.7483870967741936]","[0.08, 0.21419354838709678, 0.35193548387096774, 0.7487096774193548, 0.18741935483870967, 0.7483870967741936, 0.7483870967741936]",0.7487096774193548,42,0.0001,128,192,156,4,256,0.1,cuda
