exp_id,config_label,gamma,epochs,d_model,n_layers,batch_size,label_mode,best_epoch,val_macro_f1_best,accuracy,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_loss,cm_healthy_to_healthy,cm_healthy_to_semi,cm_healthy_to_unhealthy,cm_semi_to_healthy,cm_semi_to_semi,cm_semi_to_unhealthy,cm_unhealthy_to_healthy,cm_unhealthy_to_semi,cm_unhealthy_to_unhealthy,train_loss_curve,val_loss_curve,train_acc_curve,val_acc_curve,val_f1_curve,best_val_acc,seed,weight_decay,n_mels,max_frames,hop_length,n_heads,d_ff,dropout,device
0,g0_e10_d128_l3_b32_coughvid_AST,0,10,128,3,32,coughvid,4,0.2855035042419771,0.7490322580645161,0.7490322580645161,0.2496774193548387,0.3333333333333333,0.2855035042419771,0.5610493236212278,0.7490322580645161,0.6415540034031009,1.0553364549144622,2322,0,0,581,0,0,197,0,0,"[1.1044176835401924, 1.099800469073574, 1.0977837633242649, 1.097188812573399, 1.0984614855420274, 1.0972937044844162, 1.0983941702716118]","[1.0987546024014874, 1.097506988586918, 1.0989961228832121, 1.0974419801465927, 1.098214446959957, 1.0985545809038224, 1.0985877632325696]","[0.4365320796460177, 0.4928788716814159, 0.5991426991150443, 0.5575221238938053, 0.6115182522123894, 0.6117948008849557, 0.5768113938053098]","[0.18741935483870967, 0.6377419354838709, 0.20709677419354838, 0.7487096774193548, 0.18741935483870967, 0.7487096774193548, 0.7487096774193548]","[0.18741935483870967, 0.6377419354838709, 0.20709677419354838, 0.7487096774193548, 0.18741935483870967, 0.7487096774193548, 0.7487096774193548]",0.7487096774193548,42,0.0001,128,192,156,4,256,0.1,cuda
